表章項目 コード,表章項目 補助コード,表章項目,時間軸（月次） コード,時間軸（月次） 補助コード,year,都道府県 コード,都道府県 補助コード,prefecture,/国籍,total,アジア,アフガニスタン,アラブ首長国連邦,ミャンマー,バーレーン,ブータン,バングラデシュ,ブルネイ,カンボジア,スリランカ,中国,台湾,キプロス,東ティモール,インド,インドネシア,イラン,イラク,イスラエル,ヨルダン,韓国,朝鮮,韓国・朝鮮,クウェート,ラオス,レバノン,マレーシア,モンゴル,オマーン,モルディブ,ネパール,パキスタン,フィリピン,カタール,サウジアラビア,シリア,シンガポール,タイ,トルコ,ベトナム,イエメン,パレスチナ,ヨーロッパ,アルバニア,オーストリア,ベルギー,ブルガリア,ベラルーシ,クロアチア,チェコ,デンマーク,エストニア,フィンランド,フランス,ドイツ,ギリシャ,ハンガリー,アイスランド,アイルランド,イタリア,キルギス,カザフスタン,リヒテンシュタイン,ルクセンブルク,ラトビア,リトアニア,モナコ,マルタ,モルドバ,マケドニア,オランダ,ノルウェー,ポーランド,ポルトガル,ルーマニア,ロシア,サンマリノ,スペイン,スウェーデン,スイス,トルクメニスタン,タジキスタン,英国,ウクライナ,ウズベキスタン,ユーゴスラヴィア,アルメニア,アゼルバイジャン,アンドラ,ジョージア（グルジア）,スロベニア,スロバキア,ボスニア・ヘルツェゴビナ,セルビア・モンテネグロ,モンテネグロ,セルビア,コソボ,アフリカ,アルジェリア,ブルンジ,ボツワナ,カメルーン,中央アフリカ,チャド,コンゴ共和国,コンゴ民主共和国,カーボベルデ,コモロ,ベナン,ジブチ,エチオピア,赤道ギニア,エリトリア,ガボン,ガーナ,ギニア,ガンビア,ギニアビサウ,コートジボワール,ケニア,リベリア,リビア,レソト,マダガスカル,マリ,モーリタニア,モロッコ,マラウイ,モーリシャス,モザンビーク,ニジェール,ナイジェリア,ナミビア,ルワンダ,セネガル,シエラレオネ,ソマリア,スーダン,スワジランド,サントメ・プリンシペ,セーシェル,タンザニア,トーゴ,チュニジア,ウガンダ,南アフリカ共和国,エジプト,ブルキナファソ,ザンビア,ジンバブエ,アンゴラ,南スーダン共和国,北米,バルバドス,バハマ,ベリーズ,カナダ,コスタリカ,キューバ,ドミニカ共和国,ドミニカ,エルサルバドル,グアテマラ,ハイチ,ホンジュラス,ジャマイカ,メキシコ,ニカラグア,パナマ,セントルシア,セントビンセント,セントクリストファー・ネーヴィス,トリニダード・トバゴ,米国,グレナダ,アンティグア・バーブーダ,南米,アルゼンチン,ボリビア,ブラジル,チリ,コロンビア,エクアドル,ガイアナ,パラグアイ,ペルー,スリナム,ウルグアイ,ベネズエラ,オセアニア,オーストラリア,フィジー,キリバス,マーシャル,ミクロネシア,ニュージーランド,ナウル,パプアニューギニア,パラオ,ソロモン,トンガ,ツバル,バヌアツ,サモア,無国籍
101,,人数【人】,2014001212,,2014年12月,42000,,長崎県,,"8,295","7,174",3,-,23,-,-,25,-,138,17,"2,827",104,-,-,69,170,8,-,-,-,***,***,"1,239",1,2,-,12,8,-,-,346,2,"1,023",-,-,-,1,83,8,"1,065",-,-,335,-,-,1,1,4,5,1,7,1,11,17,28,-,4,-,6,28,1,8,-,-,-,1,-,-,-,-,12,15,5,5,26,40,-,5,3,-,-,-,81,15,-,***,-,-,***,-,-,2,-,-,-,1,1,81,-,-,-,1,-,-,-,2,-,-,-,-,3,***,-,-,4,4,-,-,-,20,-,-,-,1,-,-,-,-,-,-,1,9,-,-,1,-,-,3,-,-,-,2,-,-,2,8,19,1,-,-,-,-,577,1,-,1,57,2,-,-,-,2,1,-,2,7,10,2,-,-,-,-,2,490,-,-,40,2,2,24,2,1,1,1,1,5,-,1,-,81,48,-,-,-,-,26,-,-,-,1,5,-,-,1,7
101,,人数【人】,2014001212,,2014年12月,43000,,熊本県,,"10,079","9,148",20,-,37,-,2,62,1,52,33,"4,524",199,-,-,36,190,10,-,3,1,***,***,"1,038",-,5,-,25,16,1,2,163,37,"1,469",-,12,3,23,191,2,991,-,-,273,-,2,1,4,-,-,-,-,-,2,30,20,3,-,-,10,14,9,-,-,-,-,-,-,-,1,-,5,1,8,2,31,19,-,6,2,4,-,-,89,5,3,***,1,-,***,-,-,1,-,-,-,-,-,81,-,-,-,-,-,-,-,-,1,-,1,-,4,***,-,-,-,2,-,-,-,-,-,-,-,1,1,-,1,-,-,-,-,14,-,-,-,-,-,2,-,-,-,6,-,-,2,6,40,-,-,-,-,-,399,-,-,1,56,2,-,-,-,-,2,1,-,1,12,-,-,-,-,-,-,324,-,-,76,3,1,52,2,2,-,-,1,11,-,1,3,94,55,1,-,-,-,30,-,1,-,1,6,-,-,-,8
101,,人数【人】,2014001212,,2014年12月,44000,,大分県,,"10,234","9,174",34,2,26,-,-,66,3,29,114,"3,464",116,-,-,67,454,16,-,1,-,***,***,"2,231",-,11,1,35,37,-,-,242,34,"1,074",-,-,-,25,302,2,786,2,-,409,-,5,5,3,4,-,2,5,3,4,23,24,-,1,1,5,19,19,2,-,-,-,4,-,-,1,-,4,11,3,4,7,28,-,13,6,2,-,17,63,2,113,***,2,-,***,1,-,3,-,-,-,-,-,74,1,-,7,1,-,-,-,-,-,-,-,-,6,***,-,-,9,-,-,-,-,14,-,-,-,-,-,-,2,-,-,4,-,6,-,1,3,-,-,-,-,-,-,-,-,1,2,10,4,-,-,3,-,-,373,-,-,-,55,1,3,2,-,-,1,-,1,1,20,1,-,-,-,-,-,287,-,1,101,7,2,47,6,1,-,3,2,32,-,1,-,103,56,11,-,-,-,21,-,2,-,1,10,-,-,2,-
101,,人数【人】,2014001212,,2014年12月,45000,,宮崎県,,"4,414","3,873",64,-,40,-,-,15,-,29,5,"1,791",31,-,-,28,281,-,-,1,-,***,***,597,-,2,-,12,12,-,-,70,30,581,-,-,1,5,65,2,211,-,-,144,-,-,1,-,1,-,-,1,-,2,10,13,-,-,-,3,14,-,-,-,-,-,-,-,-,-,-,2,1,2,-,14,8,-,2,2,4,-,-,57,4,1,***,-,-,***,-,1,1,-,-,-,-,-,43,-,-,-,-,-,-,1,2,-,-,-,-,-,***,-,-,-,1,-,-,-,2,-,-,-,-,-,1,1,-,-,-,-,2,-,1,4,-,-,-,-,-,-,5,-,-,1,6,15,-,-,1,-,-,246,-,-,-,49,1,-,-,-,-,-,-,-,3,7,2,-,-,-,-,1,182,1,-,43,-,4,26,-,5,2,-,-,6,-,-,-,65,47,2,1,-,-,14,-,-,-,-,1,-,-,-,-
101,,人数【人】,2014001212,,2014年12月,46000,,鹿児島県,,"6,733","6,015",6,-,28,-,1,27,-,5,12,"2,810",123,-,-,9,124,6,-,2,-,***,***,511,-,3,-,42,10,-,-,101,35,"1,510",-,-,2,3,75,4,566,-,-,217,1,2,1,2,3,-,1,1,-,1,22,22,-,1,-,6,11,1,-,-,-,1,-,-,-,1,-,9,-,6,2,9,5,-,8,5,3,-,-,82,9,-,***,-,-,***,-,-,2,-,-,-,-,-,43,-,-,-,-,-,-,-,-,-,-,1,-,-,***,4,1,-,-,-,-,3,2,-,-,-,-,-,-,4,1,-,-,-,3,-,-,1,-,-,-,-,-,-,5,-,2,1,4,11,-,-,-,-,-,328,-,3,-,56,2,1,1,-,1,-,-,2,3,6,-,-,-,-,-,-,253,-,-,57,6,1,29,1,2,-,-,6,10,-,-,2,63,35,4,-,-,4,20,-,-,-,-,-,-,-,-,10
101,,人数【人】,2014001212,,2014年12月,47000,,沖縄県,,"11,229","7,227",40,-,24,-,-,73,-,8,58,"1,604",501,2,2,299,277,21,-,4,1,***,***,879,-,10,-,43,25,-,3,"1,128",25,"1,684",-,-,1,24,117,8,363,1,2,625,1,6,12,6,2,1,3,2,3,4,99,75,7,4,-,18,38,-,1,-,-,-,4,-,-,1,-,14,2,10,4,14,58,-,33,20,15,-,1,153,8,2,***,1,-,***,-,1,2,-,-,-,-,-,104,1,-,-,3,-,-,-,-,-,-,-,-,2,***,-,-,4,2,-,-,-,5,-,-,-,1,-,-,5,-,8,2,-,11,-,1,1,-,-,8,2,-,-,7,1,-,-,15,15,1,3,6,-,-,"2,527",1,-,-,107,3,2,5,-,-,-,-,-,5,20,1,-,-,-,-,1,"2,382",-,-,591,61,6,261,4,10,-,-,2,247,-,-,-,135,73,10,-,-,-,43,-,2,2,-,-,-,-,5,20
101,,人数【人】,2014001212,,2014年12月,99101,,未定・不詳,,"1,893","1,250",2,-,7,-,-,4,-,7,8,126,85,-,-,42,14,-,-,1,-,***,***,779,-,1,-,12,8,-,-,5,4,52,-,14,-,2,29,4,43,-,1,232,-,-,3,-,2,-,-,14,-,3,51,48,1,-,-,5,3,-,1,-,-,-,-,-,-,-,-,1,5,-,2,2,2,-,2,7,4,-,-,72,2,1,***,-,-,***,-,-,1,-,-,-,-,-,22,-,-,-,-,-,-,-,1,-,-,-,-,3,***,-,-,4,1,1,-,-,1,-,-,-,-,1,-,2,-,-,-,-,3,-,1,2,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,112,-,-,-,34,-,1,-,-,-,-,-,-,1,5,-,-,-,-,-,-,71,-,-,87,1,2,67,1,-,1,-,-,15,-,-,-,190,164,-,-,-,-,25,-,1,-,-,-,-,-,-,-
101,,人数【人】,2014000606,,2014年6月,0,,全国,,"2,086,603","1,697,800","1,937",64,"9,231",16,58,"9,096",50,"3,436","9,920","648,734","36,965",30,43,"23,411","28,649","3,964",72,498,133,***,***,"508,561",36,"2,554",99,"8,115","5,456",26,43,"36,107","11,481","213,923",14,"1,033",370,"2,347","42,270","3,444","85,499",61,54,"60,614",64,502,655,373,279,111,303,485,114,631,"9,350","5,573",248,525,57,"1,042","3,099",245,226,6,38,80,198,1,16,144,30,"1,003",378,"1,083",441,"2,225","7,668",1,"2,208","1,806","1,000",27,82,"14,919","1,531","1,184",***,44,65,***,36,79,217,27,6,9,170,10,"11,969",160,13,28,443,10,1,19,303,5,1,41,7,331,***,24,17,"1,877",288,36,2,111,532,32,59,3,83,129,7,397,55,60,50,18,"2,484",8,44,388,43,8,190,4,***,3,339,27,339,465,561,"1,685",36,70,97,25,11,"63,495",18,13,13,"9,086",157,224,418,11,114,107,22,131,438,"2,021",74,46,7,5,2,63,"50,515",1,9,"239,572","2,674","5,309","177,953",619,"2,260",198,9,"1,840","48,263",6,103,338,"12,554","8,940",202,7,11,39,"3,044",3,57,32,34,118,2,3,62,599
101,,人数【人】,2014000606,,2014年6月,1000,,北海道,,"23,144","19,089",62,-,39,-,-,119,-,13,58,"9,909",472,1,-,151,204,14,-,4,5,***,***,"4,904",-,19,1,154,138,-,2,393,134,"1,296",-,5,7,31,374,10,568,-,2,"1,562",1,15,13,7,3,4,8,4,-,21,128,92,3,21,1,51,34,5,18,-,2,1,10,-,1,-,-,11,7,41,5,25,502,-,38,18,31,1,-,390,21,13,***,1,5,***,1,1,6,1,1,-,-,-,277,-,-,1,4,1,-,-,1,-,-,1,-,11,***,2,-,10,8,-,-,7,9,-,1,-,13,1,1,5,2,3,1,-,10,-,1,10,-,-,4,-,***,-,7,1,1,14,19,110,3,13,2,-,-,"1,387",1,-,-,289,4,10,1,-,2,3,-,4,11,23,2,2,-,-,-,2,"1,033",-,-,224,6,7,131,12,12,1,1,19,31,-,2,2,596,425,1,-,-,-,163,-,1,-,2,1,-,-,3,9
101,,人数【人】,2014000606,,2014年6月,2000,,青森県,,"4,042","3,418",7,-,2,-,-,10,-,1,1,"1,325",38,-,-,24,98,1,-,-,-,***,***,916,-,3,-,45,6,-,-,87,47,539,-,-,-,2,99,2,165,-,-,141,-,-,-,-,-,-,-,1,-,-,18,8,4,4,-,2,7,-,-,-,-,1,-,-,-,-,-,1,-,1,-,24,25,-,13,1,-,-,-,27,3,-,***,-,-,***,-,-,1,-,-,-,-,-,21,1,-,-,-,-,-,-,-,-,-,-,-,-,***,-,-,1,-,-,-,4,5,-,-,-,1,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,***,-,1,-,1,-,3,2,-,-,-,-,-,391,-,-,-,32,-,-,-,-,1,-,-,-,5,3,-,-,-,-,-,-,350,-,-,36,1,-,23,2,3,-,-,1,5,-,-,1,34,18,-,-,-,-,15,-,-,-,1,-,-,-,-,1
101,,人数【人】,2014000606,,2014年6月,3000,,岩手県,,"5,524","5,032",19,-,7,-,-,14,-,1,4,"2,451",59,-,-,22,156,3,-,-,-,***,***,978,-,7,-,18,21,-,-,36,42,878,-,-,-,4,63,-,249,-,-,126,-,1,1,1,-,-,-,1,-,-,8,20,-,1,2,4,2,1,-,-,-,-,-,-,-,-,-,1,-,3,-,11,16,-,1,2,5,-,-,40,4,-,***,-,-,***,1,-,-,-,-,-,-,-,36,-,-,-,-,-,-,-,-,-,-,-,-,1,***,-,-,2,1,-,-,-,4,-,-,-,1,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,***,-,1,-,4,-,-,19,-,-,-,-,-,227,1,-,-,29,-,-,-,-,-,-,-,1,2,7,-,-,-,-,-,-,187,-,-,61,2,-,44,1,4,1,-,4,5,-,-,-,41,25,-,-,-,-,15,-,-,-,-,1,-,-,-,1
101,,人数【人】,2014000606,,2014年6月,4000,,宮城県,,"15,446","13,522",21,-,8,1,1,123,1,11,52,"5,659",242,1,-,132,383,49,-,3,2,***,***,"3,811",1,4,-,88,72,1,2,372,170,"1,076",-,2,3,26,258,41,900,5,1,566,-,1,1,2,2,1,9,2,3,12,76,57,3,6,2,9,20,2,-,-,1,3,3,-,-,-,-,7,2,18,1,16,105,-,9,25,6,2,-,134,10,7,***,1,-,***,-,-,6,1,-,-,-,1,130,5,-,1,4,-,-,1,9,-,-,1,-,3,***,1,-,13,2,-,-,1,5,-,9,-,3,1,-,7,-,-,2,-,11,-,-,3,-,-,1,-,***,-,1,-,4,4,15,22,-,1,-,-,-,879,-,1,-,131,2,7,1,-,1,1,1,2,18,27,3,1,1,-,-,4,678,-,-,241,6,9,154,7,10,3,-,2,40,-,-,10,97,67,2,1,-,-,23,-,-,-,3,-,-,-,1,11
101,,人数【人】,2014000606,,2014年6月,5000,,秋田県,,"3,693","3,154",2,-,3,-,-,5,5,1,2,"1,481",45,-,-,12,33,2,-,2,-,***,***,668,-,1,-,51,37,-,-,46,26,610,-,-,-,3,63,-,56,-,-,183,-,-,-,1,-,1,2,9,-,8,20,13,2,-,-,5,6,-,-,-,-,1,2,-,-,-,-,5,4,3,2,11,24,-,3,9,-,-,-,45,5,-,***,-,-,***,-,-,2,-,-,-,-,-,27,-,-,4,1,-,-,-,-,-,-,-,-,1,***,-,-,5,-,-,-,-,2,-,-,-,-,-,-,2,-,-,-,-,-,-,-,1,-,-,-,-,***,-,-,-,1,-,2,6,1,-,1,-,-,247,-,-,-,34,-,-,-,-,-,2,-,-,2,6,-,-,-,-,-,-,203,-,-,17,-,-,9,1,1,-,-,-,5,-,-,1,64,28,7,-,-,-,16,-,7,-,-,6,-,-,-,1
101,,人数【人】,2014000606,,2014年6月,6000,,山形県,,"6,111","5,697",-,-,11,-,-,17,4,-,5,"2,577",77,-,-,17,72,4,1,2,-,***,***,"1,757",-,4,-,48,10,-,-,38,24,675,-,-,-,8,88,5,251,-,2,111,-,2,1,-,-,-,-,2,2,-,9,6,2,7,-,13,1,-,-,-,-,2,-,-,-,-,-,2,-,-,-,5,10,-,1,-,-,-,-,43,1,-,***,-,-,***,-,-,2,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,1,***,-,-,2,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,***,-,2,-,-,2,-,1,-,1,-,-,-,159,-,-,-,32,-,1,-,-,-,-,-,1,3,-,-,-,-,-,-,-,122,-,-,101,5,5,77,1,-,-,-,1,11,-,-,1,27,15,-,-,-,-,11,-,-,-,-,-,-,-,1,1
101,,人数【人】,2014000606,,2014年6月,7000,,福島県,,"9,879","8,890",15,-,49,-,-,18,1,7,25,"3,672",95,-,-,78,100,6,-,2,-,***,***,"1,707",-,6,1,35,46,-,1,202,75,"2,149",-,1,6,5,292,1,295,-,-,219,-,-,-,2,-,-,1,-,1,1,9,13,-,2,1,7,5,1,-,-,-,-,1,-,-,-,-,2,1,7,1,6,48,-,4,-,3,-,-,77,20,4,***,-,-,***,-,1,1,-,-,-,-,-,46,-,-,-,1,-,-,-,-,-,-,-,-,-,***,-,-,6,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,17,-,-,2,-,-,-,-,***,-,1,-,7,-,4,6,-,-,1,-,-,375,1,-,-,85,1,1,-,-,2,-,-,-,10,8,-,-,-,-,-,2,265,-,-,259,4,2,198,1,6,2,-,7,39,-,-,-,88,56,5,-,-,-,24,-,-,-,-,3,-,-,-,2
101,,人数【人】,2014000606,,2014年6月,8000,,茨城県,,"51,450","40,940",126,1,135,-,1,387,1,110,"1,001","13,287","1,075",1,3,714,"2,331",193,15,6,5,***,***,"4,997",1,242,5,191,114,2,2,586,926,"8,006",-,14,9,34,"4,340",44,"2,032",1,2,"1,022",-,5,11,5,12,7,10,4,5,7,92,92,10,21,1,17,31,10,18,-,-,3,6,-,2,4,-,16,3,31,5,30,177,-,37,12,11,2,18,197,33,35,***,1,2,***,3,13,10,1,-,-,11,1,386,3,-,-,17,-,-,-,1,-,-,1,-,14,***,2,-,31,5,2,-,2,23,1,1,-,-,3,-,7,3,-,3,1,69,1,1,5,1,-,9,-,***,-,4,-,26,40,15,75,4,6,8,1,1,950,-,-,-,154,4,1,6,-,2,6,3,4,6,53,7,-,-,-,-,1,699,-,4,"7,967",50,100,"6,048",19,57,1,-,18,"1,663",-,1,10,174,113,14,-,-,2,30,-,5,-,2,6,-,-,2,11
101,,人数【人】,2014000606,,2014年6月,9000,,栃木県,,"31,562","21,866",27,-,178,-,-,292,-,12,492,"7,067",893,-,2,440,416,140,5,4,-,***,***,"2,768",-,26,1,140,101,-,-,"1,121",537,"3,863",-,6,7,11,"1,717",37,"1,563",-,-,391,1,10,2,-,1,-,-,4,6,-,29,26,1,2,-,12,16,4,2,-,-,-,7,-,-,1,-,10,-,4,1,41,55,-,7,7,-,-,-,123,5,9,***,2,-,***,-,-,2,1,-,-,-,-,141,1,-,-,19,-,-,-,13,-,-,-,-,5,***,-,1,14,13,-,-,1,6,3,-,-,4,2,-,3,2,-,-,1,32,-,1,3,1,-,-,-,***,-,1,-,1,3,4,5,1,-,1,-,-,594,-,1,-,80,3,3,4,-,1,3,-,4,3,21,-,-,-,-,-,1,470,-,-,"8,477",125,347,"4,557",4,39,1,-,85,"3,307",-,-,12,86,58,6,-,-,-,18,-,-,-,1,-,-,1,2,7
101,,人数【人】,2014000606,,2014年6月,10000,,群馬県,,"43,028","24,265",33,-,272,-,1,489,-,39,268,"7,469",295,-,-,236,844,180,-,3,1,***,***,"2,766",-,13,1,107,82,-,-,762,706,"6,000",-,-,-,18,839,149,"2,690",2,-,417,1,5,2,2,2,-,3,1,-,1,29,20,1,3,-,16,10,-,-,-,-,-,1,-,-,2,-,1,-,10,2,78,69,-,11,1,3,-,2,105,8,19,***,-,4,***,-,3,1,-,-,-,1,-,121,4,2,-,14,-,-,-,3,-,-,-,-,7,***,-,-,14,14,-,-,1,10,-,-,-,-,6,-,3,-,-,-,-,16,-,1,1,-,-,2,-,***,-,2,-,6,4,5,5,-,-,1,-,-,610,-,-,-,68,4,1,14,-,3,2,-,1,3,28,1,1,-,-,-,1,483,-,-,"17,469",180,421,"11,879",43,47,3,-,170,"4,714",-,7,5,134,76,-,-,-,-,46,1,1,-,-,9,-,-,1,12
101,,人数【人】,2014000606,,2014年6月,11000,,埼玉県,,"126,066","107,250",84,-,447,-,11,"1,223",-,99,563,"50,688","2,197",-,-,992,"1,278",470,2,19,13,***,***,"17,322",1,61,3,501,437,-,1,"1,783","1,896","16,720",-,96,17,90,"2,693",715,"6,819",7,2,"2,381",1,15,13,7,17,1,12,12,5,16,261,188,14,29,-,29,97,7,8,-,-,4,11,-,-,10,2,19,12,72,22,106,387,-,74,59,18,2,3,626,85,99,***,7,7,***,1,4,7,1,-,4,7,-,"1,468",6,-,-,115,1,-,1,46,-,-,6,-,34,***,5,-,362,56,14,1,3,40,1,4,-,-,26,-,29,2,3,-,1,452,-,-,57,5,1,20,-,***,-,11,7,34,33,16,65,-,1,4,6,-,"2,332",-,-,3,356,7,12,30,-,8,4,-,11,13,97,2,6,-,-,-,2,"1,781",-,-,"12,160",171,163,"7,653",53,183,13,-,206,"3,702",-,7,9,435,276,8,-,1,4,126,-,1,4,1,7,-,-,7,40
101,,人数【人】,2014000606,,2014年6月,12000,,千葉県,,"110,923","96,787",648,4,391,-,3,660,1,78,"1,577","41,043","2,507",1,-,"1,310","1,323",424,7,12,10,***,***,"16,319",1,54,2,523,711,-,2,"2,330",802,"16,183",-,8,16,122,"5,032",58,"4,614",8,3,"2,623",8,25,18,12,17,2,23,13,3,41,233,154,7,35,1,43,74,19,12,1,1,5,15,-,-,7,-,29,15,45,29,91,490,-,88,64,41,1,3,758,90,89,***,-,1,***,2,3,7,-,-,-,7,1,994,5,-,-,65,-,-,1,19,1,-,1,-,21,***,1,1,242,11,1,-,6,56,12,13,-,3,4,-,14,2,4,3,1,247,-,1,12,3,1,39,-,***,-,32,4,10,79,19,51,-,1,6,2,-,"2,857",-,-,1,415,12,10,20,2,11,8,2,17,32,219,3,1,1,-,-,2,"2,100",-,1,"7,056",118,164,"3,536",77,242,4,-,87,"2,809",-,5,14,575,373,24,-,-,-,154,-,2,3,1,8,-,-,10,31
101,,人数【人】,2014000606,,2014年6月,13000,,東京都,,"418,124","360,644",130,36,"5,398",6,7,"2,730",20,291,"1,187","158,525","12,676",8,3,"9,074","2,944","1,041",20,232,23,***,***,"97,433",19,204,38,"2,177","1,541",4,13,"12,568","1,109","28,812",5,441,55,"1,015","7,378",637,"12,828",7,9,"23,734",13,217,264,136,83,38,103,234,40,241,"5,089","2,318",78,147,25,387,"1,439",54,70,3,19,29,67,1,6,38,12,385,138,334,144,524,"2,224",-,829,988,400,3,9,"5,654",376,417,***,11,14,***,11,15,43,8,2,1,51,2,"2,657",52,3,4,82,6,-,2,58,-,-,12,5,114,***,4,3,492,110,5,1,38,95,8,14,2,17,37,3,130,14,14,12,3,519,1,9,99,18,6,33,-,***,1,54,6,121,74,112,218,8,13,19,2,4,"20,514",1,1,3,"2,868",32,83,39,5,23,27,4,24,59,463,8,13,1,2,1,9,"16,848",-,-,"6,453",283,118,"3,241",114,540,33,-,76,"1,942",1,19,86,"4,020","3,087",42,1,3,5,830,1,6,6,8,19,1,2,9,102
101,,人数【人】,2014000606,,2014年6月,14000,,神奈川県,,"168,189","136,075",32,14,379,-,10,774,-,"1,605","1,543","54,658","3,682",4,11,"3,777","1,761",519,6,32,12,***,***,"30,218",10,"1,232",9,993,537,9,2,"2,144",986,"18,707",6,215,21,255,"3,897",161,"7,848",2,4,"5,991",3,52,59,34,21,13,34,38,9,41,746,802,28,55,3,91,266,21,21,-,5,4,16,-,1,20,1,137,29,127,51,209,729,1,206,166,119,11,7,"1,499",177,99,***,2,9,***,2,2,12,3,-,-,10,-,"1,518",23,-,-,37,-,-,1,37,1,-,5,1,20,***,-,2,315,24,2,-,24,52,1,2,-,9,23,-,50,7,11,8,1,431,1,15,97,2,-,10,-,***,-,105,3,32,29,40,71,6,7,12,1,-,"6,279",1,3,1,786,35,17,165,2,15,11,3,10,40,196,14,4,-,2,1,6,"4,967",-,-,"17,284",675,779,"8,550",36,275,42,1,235,"6,633",-,6,52,944,704,14,-,-,9,207,-,1,3,1,2,-,-,3,98
101,,人数【人】,2014000606,,2014年6月,15000,,新潟県,,"13,249","11,685",32,-,69,-,1,52,3,9,162,"5,175",157,-,5,65,258,15,1,2,1,***,***,"2,019",-,15,-,124,95,-,-,147,268,"2,110",-,2,2,17,376,4,496,2,1,540,4,2,4,2,1,-,2,-,-,-,38,27,-,1,-,2,21,20,4,-,-,-,1,-,-,-,-,5,1,2,-,18,213,-,15,6,5,-,13,88,9,29,***,-,2,***,-,1,1,-,-,-,3,-,61,-,-,-,3,-,-,-,-,-,-,-,-,-,***,1,1,18,1,-,-,1,4,-,-,-,-,2,-,-,-,-,1,-,8,-,-,4,1,-,-,-,***,-,-,1,1,2,5,6,-,-,1,-,-,460,-,-,-,58,7,-,1,-,1,2,-,1,9,43,-,1,-,-,-,1,336,-,-,399,9,3,302,1,3,-,-,1,71,-,-,9,99,67,1,-,-,2,28,-,1,-,-,-,-,-,-,5
101,,人数【人】,2014000606,,2014年6月,16000,,富山県,,"13,357","10,098",2,-,10,-,-,87,-,12,12,"5,354",107,-,1,121,185,6,-,2,-,***,***,"1,111",-,4,-,91,21,-,-,51,449,"1,669",-,-,5,4,121,-,673,-,-,624,5,2,1,4,6,-,6,-,-,3,7,6,-,3,-,5,7,1,3,-,-,2,-,-,-,3,-,1,2,1,-,34,449,-,7,1,2,-,2,39,12,3,***,-,-,***,-,-,5,-,-,-,2,-,42,-,-,-,6,-,-,-,10,-,-,2,-,-,***,-,-,-,-,-,-,-,2,-,-,-,-,-,-,2,-,-,1,-,2,-,-,1,-,-,-,-,***,-,-,-,-,-,5,10,-,-,1,-,-,234,-,-,-,25,-,3,1,-,-,-,-,1,6,9,4,-,-,-,-,1,184,-,-,"2,321",5,18,"2,133",7,3,-,-,107,48,-,-,-,38,30,-,-,-,-,6,-,1,-,-,-,-,-,1,-
101,,人数【人】,2014000606,,2014年6月,17000,,石川県,,"10,735","9,000",6,-,39,-,1,59,-,4,10,"4,658",107,-,-,105,425,10,-,1,1,***,***,"1,723",-,2,3,62,46,-,1,77,37,689,-,-,8,11,230,3,682,-,-,321,-,3,11,-,4,-,4,5,1,5,31,24,1,5,-,12,15,-,-,-,-,-,2,-,-,-,-,1,2,8,-,17,64,-,9,6,8,-,-,62,9,2,***,-,1,***,-,-,7,-,-,-,2,-,89,1,-,-,-,-,-,1,-,-,-,-,-,1,***,-,-,1,-,-,-,-,3,-,-,-,-,-,-,1,1,-,5,-,7,1,-,-,-,-,-,-,***,-,-,-,4,1,5,56,-,-,1,-,-,306,-,-,-,50,-,1,1,-,-,-,-,1,2,11,1,-,-,-,-,1,238,-,-,955,9,3,845,2,7,-,-,8,74,-,3,4,64,41,2,-,-,-,17,-,-,-,-,4,-,-,-,-
101,,人数【人】,2014000606,,2014年6月,18000,,福井県,,"11,506","8,708",1,-,7,-,-,20,-,8,6,"3,927",52,-,1,7,124,4,1,1,-,***,***,"2,740",-,1,-,61,17,-,1,24,10,"1,215",-,-,-,2,212,2,264,-,-,157,-,1,-,-,1,-,1,1,-,2,10,10,-,1,1,6,8,-,1,-,-,-,-,-,-,1,-,2,2,1,2,5,64,-,3,-,-,-,-,23,6,3,***,-,-,***,1,-,1,-,-,-,-,-,18,1,-,-,-,-,-,-,-,-,-,-,-,1,***,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,***,-,-,-,-,-,11,2,-,-,-,-,-,190,1,-,-,28,-,1,-,-,-,-,-,-,2,1,-,1,-,-,-,-,156,-,-,"2,414",-,-,"2,334",2,2,-,-,3,72,-,-,1,13,9,-,-,-,-,3,-,1,-,-,-,-,-,-,6
